Ownership,Fund,,Vidhan Sabha,,Mandal,,Panchayat,,Project Details,,Recommended Amount,,Recommended Year,,Project Status
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous works for upgradation of Upgraded High School, Shahpur.",,16953600,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Various works for the upgradation of Scheduled Caste Girls Hostel located in KB Women's College campus.,,8405700,,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous work for the upgradation of Scheduled Caste Boys Hostel located in Nawabganj, behind Takiya Mazar.",,5421200,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Daru,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Plan to develop market for goods manufactured by Sakhi Mandali,,18750,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Various works for the upgradation of the Scheduled Caste Girls Hostel located in the KB Women's College campus.,,3430300,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous work for the upgradation of Scheduled Caste Boys Hostel located in Nawabganj, behind Takiya Mazar.",,5983800,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Various works for the upgradation of the Backward Caste Girls Hostel located in the KB Women's College campus.,,1450100,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Plan to develop market for goods manufactured by Sakhi Mandali,,18750,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous work for upgradation of Regional Library (Rukmani Bhawan), Hazaribagh.",,7336200,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Cleaning of Hazaribagh Lake No. 02,,643600,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Cleaning of Hazaribagh Lake No. 04,,1851500,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of culvert on Baniya Dam in village Shahpur.,,4998200,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : Miscellaneous work for upgradation of Government Upgraded Urdu Middle School, Dhengura.",,14953000,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Daru,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of culvert in the river on Ballia-Jharpo road of Panchayat Kavilasi.,,6149300,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of paver block path at the rehabilitation site located in Bendi village under Katkamdag block.,,2488900,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of RCC drain at the rehabilitation site located in Bendi village under Katkamdag block.,,5276700,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of humus pipe culvert at rehabilitation site at Bendi village under Katkamdag block.,,1004000,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of a community building at the rehabilitation site located in Bendi village under Katkamdag block.,,2497300,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : ,,"Project Details / Work Done / Welfare Scheme : In village Baka, construction of drain from Anand Mahato's house to siding and construction of drain from Mahadev Mahato's house to siding. (2900 feet)",,4265900,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 200 Anganwadi centers,,4000000,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from community building to Vyas Yadav's house in village Odarna. (1500 feet),,2354400,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 200 Anganwadi centers,,4000000,,Recommended Year / Year of Completion : 2021,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of bridge on Katkamsandi river in Dusadh Tola of village Katkamsandi.,,9936000,,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : Shahpur,,Project Details / Work Done / Welfare Scheme : Construction of PCC path from Santosh's house to Govind Prasad's house in village Shahpur.,,"1,50,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : Shahpur,,Project Details / Work Done / Welfare Scheme : Construction of stairs in Gram Panchayat Shahpur Bakulia Canal.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : Shahpur,,Project Details / Work Done / Welfare Scheme : Deepening of Tikwa Dah in village Shahpur.,,"4,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 103 Anganwadi centers,,1795747,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 103 Anganwadi centers,,1795747,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : Kusumbha,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Ramdayal Yadav's house to Chhatradhari Yadav's house in village Sirka.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : Masratu,,Project Details / Work Done / Welfare Scheme : Construction of ghat on Gonda river in village Masratu.,,"1,99,900",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Daru,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 103 Anganwadi centers,,1795747,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : Khapariyawan,,Project Details / Work Done / Welfare Scheme : Construction of a shed in the cremation ground on Mishridaha Konar river in village Khapariyawan.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 103 Anganwadi centers,,1795747,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : 05 Repair of Anganwadi centers,,512659,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Amanari,,Project Details / Work Done / Welfare Scheme : Deep boring behind Aneshwar Prasad's house in village Amanari.,,"1,99,800",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar East,,Panchayat : Ward No. 26,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Divya Ashram to Shambhu Singh's house in Deepugadha.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Harhad,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Shiv temple to Lalman Rana's house in village Harhad.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamdag,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 84 Anganwadi centers,,1464493,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Badasi,,Project Details / Work Done / Welfare Scheme : Deep boring in the land of Nandlal Mehta in village Badasi.,,"1,99,800",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Katkamsandi,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Modeling of 84 Anganwadi centers,,1464493,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Sadar,,Panchayat : Nayakhap,,Project Details / Work Done / Welfare Scheme : Construction of PCC road from Triloki Ram's house in Panchayat Nayakhap village Babhanbai to Bhola Ram's house via Akhara.,,"2,00,000",,Recommended Year / Year of Completion : 2022,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Sansad Mad,,Vidhan Sabha: Hazaribagh,,Mandal:Nagar West,,Panchayat : Ward No. 8,,Project Details / Work Done / Welfare Scheme : Beautification of martyr memorial and construction of art culture building in Hazaribagh city.,,"14,92,000",,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Water supply work plan in village Aswa-Potanga,,66493000,,Recommended Year / Year of Completion : 2020,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Water supply work plan in village Garshulla-Jarjra,,78604000,,Recommended Year / Year of Completion : 2021,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Rural pipeline water supply work plan in Nayatand and other villages,,67218000,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : 7000 IHHLS and handpump repair work under Swachh Bharat Mission,,54248000,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Rural pipeline water supply work plan in Bundu and other villages,,55980000,,Recommended Year / Year of Completion : 2023,,Project Status:On Going
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Keredari,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : 7000 IHHLS and handpump repair work under Swachh Bharat Mission,,54248000,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
Ownership: Jayant Sinha ji / Jayant sir / Jayant Bhaiya / JS / Jayant Sinha ji ,Fund Name : Khanij Mad,,Vidhan Sabha: Barkagaon,,Mandal:Barkagaon,,Panchayat : ,,Project Details / Work Done / Welfare Scheme : Construction of deep boring (solar based) at the rehabilitation site located in Urub village under Barkagaon block. (three add),,2030950,,Recommended Year / Year of Completion : 2023,,Project Status:Completed
